Anchor,A,B,Label
Discrete Mathematics,"Distributed, Parallel, and Cluster Computing",Sound,0
Discrete Mathematics,Formal Languages and Automata Theory,Graphics,0
Discrete Mathematics,Hardware Architecture,Cryptography and Security,B
Discrete Mathematics,Hardware Architecture,Graphics,0
Discrete Mathematics,Human-Computer Interaction,Machine Learning,0
Discrete Mathematics,Information Retrieval,Symbolic Computation,0
Discrete Mathematics,Information Theory,Computer Vision and Pattern Recognition,0
Discrete Mathematics,Machine Learning,Computer Science and Game Theory,0
Discrete Mathematics,Machine Learning,Logic in Computer Science,0
Discrete Mathematics,Mathematical Software,Symbolic Computation,A
Discrete Mathematics,Multiagent Systems,Formal Languages and Automata Theory,0
Discrete Mathematics,Multiagent Systems,Information Theory,0
Discrete Mathematics,Multiagent Systems,Robotics,0
Discrete Mathematics,Multiagent Systems,Software Engineering,0
Discrete Mathematics,Multiagent Systems,Sound,0
Discrete Mathematics,Numerical Analysis,Symbolic Computation,A
Discrete Mathematics,Robotics,Numerical Analysis,B
Discrete Mathematics,Software Engineering,Numerical Analysis,B
Discrete Mathematics,Systems and Control,Symbolic Computation,0
"Distributed, Parallel, and Cluster Computing",Computation and Language,Artificial Intelligence,0
"Distributed, Parallel, and Cluster Computing",Computation and Language,Information Theory,0
"Distributed, Parallel, and Cluster Computing",Computation and Language,Mathematical Software,0
"Distributed, Parallel, and Cluster Computing",Computation and Language,Multimedia,0
"Distributed, Parallel, and Cluster Computing",Computation and Language,Numerical Analysis,0
"Distributed, Parallel, and Cluster Computing",Computational Geometry,Numerical Analysis,0
"Distributed, Parallel, and Cluster Computing",Computer Science and Game Theory,Numerical Analysis,0
"Distributed, Parallel, and Cluster Computing",Cryptography and Security,Symbolic Computation,0
"Distributed, Parallel, and Cluster Computing",Databases,Computational Geometry,0
"Distributed, Parallel, and Cluster Computing",Digital Libraries,Information Theory,0
"Distributed, Parallel, and Cluster Computing",Digital Libraries,Networking and Internet Architecture,0
"Distributed, Parallel, and Cluster Computing",Digital Libraries,Software Engineering,0
"Distributed, Parallel, and Cluster Computing",Discrete Mathematics,Cryptography and Security,0
"Distributed, Parallel, and Cluster Computing",Discrete Mathematics,Logic in Computer Science,0
"Distributed, Parallel, and Cluster Computing",Formal Languages and Automata Theory,Computational Geometry,0
"Distributed, Parallel, and Cluster Computing",Formal Languages and Automata Theory,Logic in Computer Science,0
"Distributed, Parallel, and Cluster Computing",Formal Languages and Automata Theory,Multimedia,0
"Distributed, Parallel, and Cluster Computing",Graphics,Symbolic Computation,0
"Distributed, Parallel, and Cluster Computing",Hardware Architecture,Numerical Analysis,A
"Distributed, Parallel, and Cluster Computing",Human-Computer Interaction,Numerical Analysis,0
"Distributed, Parallel, and Cluster Computing",Information Theory,Mathematical Software,0
"Distributed, Parallel, and Cluster Computing",Machine Learning,Computational Complexity,0
"Distributed, Parallel, and Cluster Computing",Machine Learning,Sound,0
"Distributed, Parallel, and Cluster Computing",Machine Learning,Systems and Control,0
"Distributed, Parallel, and Cluster Computing",Multiagent Systems,Discrete Mathematics,0
"Distributed, Parallel, and Cluster Computing",Multiagent Systems,Machine Learning,0
"Distributed, Parallel, and Cluster Computing",Multiagent Systems,Networking and Internet Architecture,0
"Distributed, Parallel, and Cluster Computing",Multiagent Systems,Software Engineering,0
"Distributed, Parallel, and Cluster Computing",Multimedia,Numerical Analysis,0
"Distributed, Parallel, and Cluster Computing",Operating Systems,Computational Geometry,0
"Distributed, Parallel, and Cluster Computing",Robotics,Graphics,0
"Distributed, Parallel, and Cluster Computing",Sound,Computational Geometry,0
"Distributed, Parallel, and Cluster Computing",Sound,Cryptography and Security,0
"Distributed, Parallel, and Cluster Computing",Sound,Networking and Internet Architecture,0
"Distributed, Parallel, and Cluster Computing",Sound,Software Engineering,0
Formal Languages and Automata Theory,Computation and Language,Artificial Intelligence,A
Formal Languages and Automata Theory,Computation and Language,Computational Complexity,A
Formal Languages and Automata Theory,Computation and Language,Computational Geometry,A
Formal Languages and Automata Theory,Computation and Language,Systems and Control,A
Formal Languages and Automata Theory,Computer Vision and Pattern Recognition,Artificial Intelligence,0
Formal Languages and Automata Theory,Computer Vision and Pattern Recognition,Networking and Internet Architecture,0
Formal Languages and Automata Theory,Databases,Numerical Analysis,0
Formal Languages and Automata Theory,Discrete Mathematics,Graphics,0
Formal Languages and Automata Theory,"Distributed, Parallel, and Cluster Computing",Artificial Intelligence,0
Formal Languages and Automata Theory,"Distributed, Parallel, and Cluster Computing",Cryptography and Security,0
Formal Languages and Automata Theory,"Distributed, Parallel, and Cluster Computing",Multimedia,0
Formal Languages and Automata Theory,Hardware Architecture,Computational Geometry,0
Formal Languages and Automata Theory,Hardware Architecture,Digital Libraries,0
Formal Languages and Automata Theory,Hardware Architecture,Machine Learning,0
Formal Languages and Automata Theory,Human-Computer Interaction,Computational Geometry,0
Formal Languages and Automata Theory,Human-Computer Interaction,Numerical Analysis,0
Formal Languages and Automata Theory,Logic in Computer Science,Mathematical Software,0
Formal Languages and Automata Theory,Machine Learning,Multimedia,0
Formal Languages and Automata Theory,Machine Learning,Numerical Analysis,0
Formal Languages and Automata Theory,Multiagent Systems,Artificial Intelligence,0
Formal Languages and Automata Theory,Multiagent Systems,Graphics,0
Formal Languages and Automata Theory,Numerical Analysis,Networking and Internet Architecture,0
Formal Languages and Automata Theory,Operating Systems,Artificial Intelligence,0
Formal Languages and Automata Theory,Operating Systems,Computation and Language,B
Formal Languages and Automata Theory,Operating Systems,Machine Learning,0
Formal Languages and Automata Theory,Operating Systems,Systems and Control,0
Formal Languages and Automata Theory,Programming Languages,Networking and Internet Architecture,A
Formal Languages and Automata Theory,Programming Languages,Operating Systems,A
Formal Languages and Automata Theory,Programming Languages,Systems and Control,A
Formal Languages and Automata Theory,Sound,Computer Science and Game Theory,0
Graphics,Computational Geometry,Information Retrieval,0
Graphics,Computational Geometry,Symbolic Computation,0
Graphics,Computer Vision and Pattern Recognition,Artificial Intelligence,0
Graphics,Cryptography and Security,Numerical Analysis,0
Graphics,Cryptography and Security,Symbolic Computation,0
Graphics,Cryptography and Security,Systems and Control,0
Graphics,Databases,Formal Languages and Automata Theory,0
Graphics,Databases,Information Theory,0
Graphics,Digital Libraries,Computational Geometry,0
Graphics,Digital Libraries,Information Retrieval,0
Graphics,Discrete Mathematics,Information Retrieval,0
Graphics,Discrete Mathematics,Machine Learning,0
Graphics,"Distributed, Parallel, and Cluster Computing",Computer Science and Game Theory,0
Graphics,"Distributed, Parallel, and Cluster Computing",Mathematical Software,0
Graphics,"Distributed, Parallel, and Cluster Computing",Systems and Control,0
Graphics,Formal Languages and Automata Theory,Software Engineering,0
Graphics,Hardware Architecture,Cryptography and Security,0
Graphics,Human-Computer Interaction,Multimedia,B
Graphics,Information Theory,Multimedia,B
Graphics,Information Theory,Networking and Internet Architecture,0
Graphics,Information Theory,Systems and Control,0
Graphics,Logic in Computer Science,Computer Science and Game Theory,0
Graphics,Machine Learning,Computational Geometry,0
Graphics,Machine Learning,Cryptography and Security,0
Graphics,Machine Learning,Information Retrieval,0
Graphics,Machine Learning,Information Theory,0
Graphics,Multiagent Systems,Computer Vision and Pattern Recognition,0
Graphics,Multiagent Systems,Formal Languages and Automata Theory,0
Graphics,Multiagent Systems,Information Retrieval,0
Graphics,Multiagent Systems,Information Theory,0
Graphics,Multiagent Systems,Logic in Computer Science,0
Graphics,Multiagent Systems,Robotics,0
Graphics,Multiagent Systems,Systems and Control,0
Graphics,Numerical Analysis,Networking and Internet Architecture,0
Graphics,Operating Systems,Computer Science and Game Theory,0
Graphics,Operating Systems,Networking and Internet Architecture,0
Graphics,Programming Languages,Artificial Intelligence,A
Graphics,Robotics,Numerical Analysis,0
Graphics,Systems and Control,Mathematical Software,0
Hardware Architecture,Computation and Language,Machine Learning,0
Hardware Architecture,Computer Vision and Pattern Recognition,Computer Science and Game Theory,0
Hardware Architecture,Cryptography and Security,Computational Complexity,0
Hardware Architecture,Cryptography and Security,Networking and Internet Architecture,0
Hardware Architecture,Databases,Numerical Analysis,0
Hardware Architecture,Discrete Mathematics,Human-Computer Interaction,0
Hardware Architecture,"Distributed, Parallel, and Cluster Computing",Artificial Intelligence,A
Hardware Architecture,"Distributed, Parallel, and Cluster Computing",Sound,A
Hardware Architecture,Formal Languages and Automata Theory,Graphics,0
Hardware Architecture,Human-Computer Interaction,Information Retrieval,0
Hardware Architecture,Human-Computer Interaction,Symbolic Computation,0
Hardware Architecture,Information Retrieval,Symbolic Computation,0
Hardware Architecture,Multiagent Systems,Computation and Language,0
Hardware Architecture,Multiagent Systems,Computational Geometry,0
Hardware Architecture,Multiagent Systems,Sound,0
Hardware Architecture,Operating Systems,Computer Vision and Pattern Recognition,0
Hardware Architecture,Operating Systems,Multimedia,0
Hardware Architecture,Programming Languages,Computer Science and Game Theory,0
Hardware Architecture,Programming Languages,Numerical Analysis,0
Hardware Architecture,Robotics,Computation and Language,0
Hardware Architecture,Robotics,Formal Languages and Automata Theory,0
Hardware Architecture,Robotics,Symbolic Computation,0
Hardware Architecture,Sound,Artificial Intelligence,0
Hardware Architecture,Sound,Logic in Computer Science,0
Human-Computer Interaction,Computation and Language,Computer Vision and Pattern Recognition,0
Human-Computer Interaction,Computer Vision and Pattern Recognition,Computational Complexity,0
Human-Computer Interaction,Computer Vision and Pattern Recognition,Symbolic Computation,0
Human-Computer Interaction,Databases,Computational Complexity,0
Human-Computer Interaction,Databases,Information Retrieval,0
Human-Computer Interaction,Databases,Information Theory,0
Human-Computer Interaction,Databases,Multimedia,B
Human-Computer Interaction,Digital Libraries,Graphics,B
Human-Computer Interaction,Digital Libraries,Logic in Computer Science,0
Human-Computer Interaction,Digital Libraries,Numerical Analysis,0
Human-Computer Interaction,Digital Libraries,Robotics,0
Human-Computer Interaction,Discrete Mathematics,Information Theory,0
Human-Computer Interaction,Discrete Mathematics,Multimedia,B
Human-Computer Interaction,Discrete Mathematics,Software Engineering,0
Human-Computer Interaction,Discrete Mathematics,Sound,B
Human-Computer Interaction,Discrete Mathematics,Systems and Control,0
Human-Computer Interaction,"Distributed, Parallel, and Cluster Computing",Networking and Internet Architecture,0
Human-Computer Interaction,Formal Languages and Automata Theory,Artificial Intelligence,0
Human-Computer Interaction,Formal Languages and Automata Theory,Graphics,B
Human-Computer Interaction,Formal Languages and Automata Theory,Information Theory,0
Human-Computer Interaction,Formal Languages and Automata Theory,Networking and Internet Architecture,0
Human-Computer Interaction,Graphics,Computer Vision and Pattern Recognition,A
Human-Computer Interaction,Hardware Architecture,Computational Complexity,0
Human-Computer Interaction,Machine Learning,Computer Science and Game Theory,0
Human-Computer Interaction,Machine Learning,Formal Languages and Automata Theory,0
Human-Computer Interaction,Mathematical Software,Computational Complexity,0
Human-Computer Interaction,Mathematical Software,Computer Vision and Pattern Recognition,0
Human-Computer Interaction,Multiagent Systems,Graphics,B
Human-Computer Interaction,Multimedia,Networking and Internet Architecture,A
Human-Computer Interaction,Operating Systems,Computer Science and Game Theory,0
Human-Computer Interaction,Operating Systems,Symbolic Computation,0
