Anchor,A,B,Label
Digital Libraries,Computation and Language,Mathematical Software,B
Digital Libraries,Computation and Language,Multimedia,B
Digital Libraries,Computational Geometry,Numerical Analysis,0
Digital Libraries,Computer Science and Game Theory,Symbolic Computation,A
Digital Libraries,Computer Vision and Pattern Recognition,Numerical Analysis,A
Digital Libraries,Cryptography and Security,Graphics,B
Digital Libraries,Databases,Formal Languages and Automata Theory,A
Digital Libraries,Discrete Mathematics,Artificial Intelligence,B
Digital Libraries,Discrete Mathematics,Computer Science and Game Theory,B
Digital Libraries,Discrete Mathematics,"Distributed, Parallel, and Cluster Computing",B
Digital Libraries,Discrete Mathematics,Formal Languages and Automata Theory,B
Digital Libraries,"Distributed, Parallel, and Cluster Computing",Information Retrieval,A
Digital Libraries,"Distributed, Parallel, and Cluster Computing",Operating Systems,A
Digital Libraries,Formal Languages and Automata Theory,Graphics,B
Digital Libraries,Graphics,Systems and Control,B
Digital Libraries,Hardware Architecture,Computation and Language,A
Digital Libraries,Hardware Architecture,Computer Science and Game Theory,B
Digital Libraries,Hardware Architecture,Computer Vision and Pattern Recognition,B
Digital Libraries,Hardware Architecture,Programming Languages,A
Digital Libraries,Information Retrieval,Symbolic Computation,A
Digital Libraries,Information Theory,Multimedia,B
Digital Libraries,Machine Learning,Artificial Intelligence,B
Digital Libraries,Mathematical Software,Numerical Analysis,A
Digital Libraries,Multiagent Systems,Multimedia,B
Digital Libraries,Networking and Internet Architecture,Symbolic Computation,A
Digital Libraries,Numerical Analysis,Symbolic Computation,A
Digital Libraries,Operating Systems,Formal Languages and Automata Theory,A
Digital Libraries,Operating Systems,Mathematical Software,A
Digital Libraries,Operating Systems,Multimedia,B
Digital Libraries,Programming Languages,Computational Geometry,0
Digital Libraries,Programming Languages,Cryptography and Security,B
Digital Libraries,Programming Languages,Information Retrieval,B
Digital Libraries,Programming Languages,Information Theory,B
Digital Libraries,Programming Languages,Mathematical Software,B
Digital Libraries,Robotics,Computation and Language,A
Digital Libraries,Software Engineering,Computational Geometry,A
Digital Libraries,Software Engineering,Computer Science and Game Theory,A
Digital Libraries,Sound,Logic in Computer Science,A
Digital Libraries,Sound,Symbolic Computation,A
Digital Libraries,Systems and Control,Information Retrieval,B
Discrete Mathematics,Computation and Language,Numerical Analysis,B
Discrete Mathematics,Computational Complexity,Artificial Intelligence,A
Discrete Mathematics,Computational Geometry,Information Retrieval,B
Discrete Mathematics,Cryptography and Security,Computer Science and Game Theory,A
Discrete Mathematics,Cryptography and Security,Information Retrieval,B
Discrete Mathematics,Cryptography and Security,Networking and Internet Architecture,A
Discrete Mathematics,Cryptography and Security,Systems and Control,A
Discrete Mathematics,Databases,Computer Vision and Pattern Recognition,B
Discrete Mathematics,Databases,Cryptography and Security,B
Discrete Mathematics,Digital Libraries,Cryptography and Security,B
Discrete Mathematics,Digital Libraries,Human-Computer Interaction,B
Discrete Mathematics,Digital Libraries,Information Retrieval,B
Discrete Mathematics,Digital Libraries,Machine Learning,B
Discrete Mathematics,Digital Libraries,Multiagent Systems,B
Discrete Mathematics,Digital Libraries,Networking and Internet Architecture,0
Discrete Mathematics,Formal Languages and Automata Theory,Cryptography and Security,A
Discrete Mathematics,Formal Languages and Automata Theory,Symbolic Computation,B
Discrete Mathematics,Hardware Architecture,Artificial Intelligence,B
Discrete Mathematics,Hardware Architecture,Multiagent Systems,B
Discrete Mathematics,Hardware Architecture,Numerical Analysis,B
Discrete Mathematics,Hardware Architecture,Symbolic Computation,B
Discrete Mathematics,Human-Computer Interaction,Robotics,0
Discrete Mathematics,Information Retrieval,Networking and Internet Architecture,A
Discrete Mathematics,Information Theory,Symbolic Computation,B
Discrete Mathematics,Logic in Computer Science,Computational Complexity,A
Discrete Mathematics,Logic in Computer Science,Symbolic Computation,B
Discrete Mathematics,Machine Learning,Networking and Internet Architecture,A
Discrete Mathematics,Multimedia,Networking and Internet Architecture,A
Discrete Mathematics,Multimedia,Numerical Analysis,B
Discrete Mathematics,Numerical Analysis,Networking and Internet Architecture,A
Discrete Mathematics,Robotics,Information Retrieval,B
Discrete Mathematics,Robotics,Operating Systems,A
Discrete Mathematics,Software Engineering,Computer Science and Game Theory,B
Discrete Mathematics,Sound,Information Theory,B
Discrete Mathematics,Sound,Numerical Analysis,B
Discrete Mathematics,Sound,Software Engineering,0
Discrete Mathematics,Systems and Control,Numerical Analysis,B
"Distributed, Parallel, and Cluster Computing",Computation and Language,Information Retrieval,B
"Distributed, Parallel, and Cluster Computing",Computation and Language,Software Engineering,B
"Distributed, Parallel, and Cluster Computing",Computational Geometry,Multimedia,B
"Distributed, Parallel, and Cluster Computing",Cryptography and Security,Information Retrieval,B
"Distributed, Parallel, and Cluster Computing",Databases,Human-Computer Interaction,A
"Distributed, Parallel, and Cluster Computing",Databases,Information Theory,B
"Distributed, Parallel, and Cluster Computing",Digital Libraries,Computational Geometry,A
"Distributed, Parallel, and Cluster Computing",Digital Libraries,Discrete Mathematics,A
"Distributed, Parallel, and Cluster Computing",Discrete Mathematics,Human-Computer Interaction,0
"Distributed, Parallel, and Cluster Computing",Discrete Mathematics,Mathematical Software,0
"Distributed, Parallel, and Cluster Computing",Formal Languages and Automata Theory,Mathematical Software,0
"Distributed, Parallel, and Cluster Computing",Graphics,Numerical Analysis,A
"Distributed, Parallel, and Cluster Computing",Hardware Architecture,Graphics,A
"Distributed, Parallel, and Cluster Computing",Hardware Architecture,Information Retrieval,A
"Distributed, Parallel, and Cluster Computing",Hardware Architecture,Mathematical Software,A
"Distributed, Parallel, and Cluster Computing",Hardware Architecture,Operating Systems,A
"Distributed, Parallel, and Cluster Computing",Multiagent Systems,Computational Complexity,B
"Distributed, Parallel, and Cluster Computing",Multimedia,Artificial Intelligence,A
"Distributed, Parallel, and Cluster Computing",Multimedia,Computational Complexity,B
"Distributed, Parallel, and Cluster Computing",Numerical Analysis,Networking and Internet Architecture,B
"Distributed, Parallel, and Cluster Computing",Numerical Analysis,Symbolic Computation,B
"Distributed, Parallel, and Cluster Computing",Operating Systems,Software Engineering,A
"Distributed, Parallel, and Cluster Computing",Programming Languages,Computer Vision and Pattern Recognition,A
"Distributed, Parallel, and Cluster Computing",Programming Languages,Logic in Computer Science,B
"Distributed, Parallel, and Cluster Computing",Programming Languages,Multimedia,B
"Distributed, Parallel, and Cluster Computing",Programming Languages,Networking and Internet Architecture,B
"Distributed, Parallel, and Cluster Computing",Programming Languages,Software Engineering,B
"Distributed, Parallel, and Cluster Computing",Programming Languages,Systems and Control,B
"Distributed, Parallel, and Cluster Computing",Robotics,Artificial Intelligence,B
"Distributed, Parallel, and Cluster Computing",Robotics,Multimedia,B
"Distributed, Parallel, and Cluster Computing",Robotics,Numerical Analysis,B
"Distributed, Parallel, and Cluster Computing",Robotics,Software Engineering,B
"Distributed, Parallel, and Cluster Computing",Software Engineering,Mathematical Software,A
"Distributed, Parallel, and Cluster Computing",Software Engineering,Networking and Internet Architecture,B
"Distributed, Parallel, and Cluster Computing",Sound,Mathematical Software,B
"Distributed, Parallel, and Cluster Computing",Sound,Symbolic Computation,B
"Distributed, Parallel, and Cluster Computing",Sound,Systems and Control,B
Formal Languages and Automata Theory,Computation and Language,Symbolic Computation,A
Formal Languages and Automata Theory,Computer Vision and Pattern Recognition,Computational Complexity,B
Formal Languages and Automata Theory,Computer Vision and Pattern Recognition,Symbolic Computation,B
Formal Languages and Automata Theory,Databases,Discrete Mathematics,B
Formal Languages and Automata Theory,Databases,Human-Computer Interaction,0
Formal Languages and Automata Theory,Digital Libraries,Computer Vision and Pattern Recognition,B
Formal Languages and Automata Theory,Digital Libraries,Machine Learning,B
Formal Languages and Automata Theory,Digital Libraries,Networking and Internet Architecture,0
Formal Languages and Automata Theory,Discrete Mathematics,Artificial Intelligence,B
Formal Languages and Automata Theory,Discrete Mathematics,Logic in Computer Science,B
Formal Languages and Automata Theory,"Distributed, Parallel, and Cluster Computing",Software Engineering,A
Formal Languages and Automata Theory,Hardware Architecture,"Distributed, Parallel, and Cluster Computing",B
Formal Languages and Automata Theory,Information Retrieval,Numerical Analysis,B
Formal Languages and Automata Theory,Information Theory,Information Retrieval,A
Formal Languages and Automata Theory,Machine Learning,Computer Science and Game Theory,B
Formal Languages and Automata Theory,Machine Learning,Information Theory,B
Formal Languages and Automata Theory,Mathematical Software,Computational Complexity,B
Formal Languages and Automata Theory,Mathematical Software,Numerical Analysis,B
Formal Languages and Automata Theory,Multiagent Systems,Discrete Mathematics,B
Formal Languages and Automata Theory,Multiagent Systems,Numerical Analysis,B
Formal Languages and Automata Theory,Multiagent Systems,Sound,A
Formal Languages and Automata Theory,Multimedia,Systems and Control,B
Formal Languages and Automata Theory,Programming Languages,Logic in Computer Science,B
Formal Languages and Automata Theory,Programming Languages,Numerical Analysis,B
Formal Languages and Automata Theory,Programming Languages,Software Engineering,0
Formal Languages and Automata Theory,Programming Languages,Sound,0
Formal Languages and Automata Theory,Robotics,Computation and Language,B
Formal Languages and Automata Theory,Robotics,Computational Complexity,B
Formal Languages and Automata Theory,Robotics,Cryptography and Security,B
Formal Languages and Automata Theory,Sound,Artificial Intelligence,B
Formal Languages and Automata Theory,Systems and Control,Information Retrieval,0
Graphics,Computation and Language,Computer Science and Game Theory,B
Graphics,Computation and Language,Systems and Control,0
Graphics,Computational Geometry,Artificial Intelligence,B
Graphics,Computational Geometry,Cryptography and Security,A
Graphics,Computer Vision and Pattern Recognition,Information Retrieval,A
Graphics,Databases,Computation and Language,A
Graphics,Databases,Discrete Mathematics,A
Graphics,Databases,Human-Computer Interaction,A
Graphics,Databases,Robotics,B
Graphics,Digital Libraries,Sound,A
Graphics,"Distributed, Parallel, and Cluster Computing",Sound,0
Graphics,Formal Languages and Automata Theory,Artificial Intelligence,B
Graphics,Formal Languages and Automata Theory,Information Retrieval,B
Graphics,Formal Languages and Automata Theory,Numerical Analysis,0
Graphics,Formal Languages and Automata Theory,Systems and Control,0
Graphics,Hardware Architecture,Digital Libraries,B
Graphics,Hardware Architecture,Information Theory,B
Graphics,Hardware Architecture,Multimedia,B
Graphics,Hardware Architecture,Sound,0
Graphics,Machine Learning,Formal Languages and Automata Theory,A
Graphics,Machine Learning,Multimedia,B
Graphics,Machine Learning,Networking and Internet Architecture,A
Graphics,Machine Learning,Symbolic Computation,A
Graphics,Mathematical Software,Networking and Internet Architecture,0
Graphics,Mathematical Software,Symbolic Computation,0
Graphics,Multiagent Systems,Sound,A
Graphics,Multimedia,Logic in Computer Science,A
Graphics,Multimedia,Systems and Control,A
Graphics,Programming Languages,Computer Science and Game Theory,0
Graphics,Robotics,Computational Geometry,B
Graphics,Robotics,Formal Languages and Automata Theory,A
Graphics,Robotics,Mathematical Software,A
Graphics,Robotics,Systems and Control,A
Graphics,Software Engineering,Multimedia,B
Graphics,Systems and Control,Information Retrieval,B
Hardware Architecture,Artificial Intelligence,Networking and Internet Architecture,B
Hardware Architecture,Computation and Language,Logic in Computer Science,B
Hardware Architecture,Computation and Language,Systems and Control,B
Hardware Architecture,Computational Complexity,Numerical Analysis,A
Hardware Architecture,Computational Geometry,Computer Vision and Pattern Recognition,0
Hardware Architecture,Cryptography and Security,Logic in Computer Science,A
Hardware Architecture,Cryptography and Security,Systems and Control,B
Hardware Architecture,Digital Libraries,Computer Science and Game Theory,A
Hardware Architecture,Digital Libraries,Information Retrieval,A
Hardware Architecture,Digital Libraries,Networking and Internet Architecture,B
Hardware Architecture,Discrete Mathematics,Computation and Language,A
Hardware Architecture,Discrete Mathematics,Operating Systems,B
Hardware Architecture,"Distributed, Parallel, and Cluster Computing",Logic in Computer Science,A
Hardware Architecture,Formal Languages and Automata Theory,Cryptography and Security,B
Hardware Architecture,Graphics,Computer Vision and Pattern Recognition,0
Hardware Architecture,Human-Computer Interaction,Mathematical Software,0
Hardware Architecture,Information Theory,Cryptography and Security,B
Hardware Architecture,Mathematical Software,Artificial Intelligence,B
Hardware Architecture,Multiagent Systems,Artificial Intelligence,A
Hardware Architecture,Multiagent Systems,Cryptography and Security,A
Hardware Architecture,Multimedia,Systems and Control,B
Hardware Architecture,Operating Systems,Numerical Analysis,A
Hardware Architecture,Operating Systems,Sound,A
Hardware Architecture,Operating Systems,Symbolic Computation,A
Hardware Architecture,Programming Languages,Computation and Language,A
Hardware Architecture,Programming Languages,Networking and Internet Architecture,B
Hardware Architecture,Robotics,Graphics,A
Hardware Architecture,Robotics,Logic in Computer Science,A
Hardware Architecture,Robotics,Machine Learning,A
Hardware Architecture,Robotics,Systems and Control,B
Hardware Architecture,Sound,Cryptography and Security,A
Human-Computer Interaction,Computation and Language,Logic in Computer Science,A
Human-Computer Interaction,Computation and Language,Systems and Control,A
Human-Computer Interaction,Databases,Cryptography and Security,A
Human-Computer Interaction,Databases,Formal Languages and Automata Theory,B
