Anchor,A,B,Label
Digital Libraries,Computation and Language,Mathematical Software,A
Digital Libraries,Computation and Language,Multimedia,B
Digital Libraries,Computational Geometry,Numerical Analysis,A
Digital Libraries,Computer Science and Game Theory,Symbolic Computation,A
Digital Libraries,Computer Vision and Pattern Recognition,Numerical Analysis,0
Digital Libraries,Cryptography and Security,Graphics,B
Digital Libraries,Databases,Formal Languages and Automata Theory,A
Digital Libraries,Discrete Mathematics,Artificial Intelligence,B
Digital Libraries,Discrete Mathematics,Computer Science and Game Theory,B
Digital Libraries,Discrete Mathematics,"Distributed, Parallel, and Cluster Computing",0
Digital Libraries,Discrete Mathematics,Formal Languages and Automata Theory,0
Digital Libraries,"Distributed, Parallel, and Cluster Computing",Information Retrieval,B
Digital Libraries,"Distributed, Parallel, and Cluster Computing",Operating Systems,0
Digital Libraries,Formal Languages and Automata Theory,Graphics,B
Digital Libraries,Graphics,Systems and Control,A
Digital Libraries,Hardware Architecture,Computation and Language,0
Digital Libraries,Hardware Architecture,Computer Science and Game Theory,0
Digital Libraries,Hardware Architecture,Computer Vision and Pattern Recognition,B
Digital Libraries,Hardware Architecture,Programming Languages,0
Digital Libraries,Information Retrieval,Symbolic Computation,0
Digital Libraries,Information Theory,Multimedia,B
Digital Libraries,Machine Learning,Artificial Intelligence,0
Digital Libraries,Mathematical Software,Numerical Analysis,0
Digital Libraries,Multiagent Systems,Multimedia,B
Digital Libraries,Networking and Internet Architecture,Symbolic Computation,0
Digital Libraries,Numerical Analysis,Symbolic Computation,0
Digital Libraries,Operating Systems,Formal Languages and Automata Theory,0
Digital Libraries,Operating Systems,Mathematical Software,0
Digital Libraries,Operating Systems,Multimedia,B
Digital Libraries,Programming Languages,Computational Geometry,0
Digital Libraries,Programming Languages,Cryptography and Security,0
Digital Libraries,Programming Languages,Information Retrieval,B
Digital Libraries,Programming Languages,Information Theory,0
Digital Libraries,Programming Languages,Mathematical Software,0
Digital Libraries,Robotics,Computation and Language,B
Digital Libraries,Software Engineering,Computational Geometry,A
Digital Libraries,Software Engineering,Computer Science and Game Theory,A
Digital Libraries,Sound,Logic in Computer Science,A
Digital Libraries,Sound,Symbolic Computation,A
Digital Libraries,Systems and Control,Information Retrieval,B
Discrete Mathematics,Computation and Language,Numerical Analysis,B
Discrete Mathematics,Computational Complexity,Artificial Intelligence,A
Discrete Mathematics,Computational Geometry,Information Retrieval,A
Discrete Mathematics,Cryptography and Security,Computer Science and Game Theory,A
Discrete Mathematics,Cryptography and Security,Information Retrieval,A
Discrete Mathematics,Cryptography and Security,Networking and Internet Architecture,A
Discrete Mathematics,Cryptography and Security,Systems and Control,A
Discrete Mathematics,Databases,Computer Vision and Pattern Recognition,B
Discrete Mathematics,Databases,Cryptography and Security,B
Discrete Mathematics,Digital Libraries,Cryptography and Security,B
Discrete Mathematics,Digital Libraries,Human-Computer Interaction,0
Discrete Mathematics,Digital Libraries,Information Retrieval,0
Discrete Mathematics,Digital Libraries,Machine Learning,B
Discrete Mathematics,Digital Libraries,Multiagent Systems,0
Discrete Mathematics,Digital Libraries,Networking and Internet Architecture,0
Discrete Mathematics,Formal Languages and Automata Theory,Cryptography and Security,B
Discrete Mathematics,Formal Languages and Automata Theory,Symbolic Computation,A
Discrete Mathematics,Hardware Architecture,Artificial Intelligence,A
Discrete Mathematics,Hardware Architecture,Multiagent Systems,A
Discrete Mathematics,Hardware Architecture,Numerical Analysis,B
Discrete Mathematics,Hardware Architecture,Symbolic Computation,A
Discrete Mathematics,Human-Computer Interaction,Robotics,B
Discrete Mathematics,Information Retrieval,Networking and Internet Architecture,0
Discrete Mathematics,Information Theory,Symbolic Computation,A
Discrete Mathematics,Logic in Computer Science,Computational Complexity,A
Discrete Mathematics,Logic in Computer Science,Symbolic Computation,A
Discrete Mathematics,Machine Learning,Networking and Internet Architecture,0
Discrete Mathematics,Multimedia,Networking and Internet Architecture,0
Discrete Mathematics,Multimedia,Numerical Analysis,B
Discrete Mathematics,Numerical Analysis,Networking and Internet Architecture,0
Discrete Mathematics,Robotics,Information Retrieval,A
Discrete Mathematics,Robotics,Operating Systems,A
Discrete Mathematics,Software Engineering,Computer Science and Game Theory,A
Discrete Mathematics,Sound,Information Theory,0
Discrete Mathematics,Sound,Numerical Analysis,B
Discrete Mathematics,Sound,Software Engineering,B
Discrete Mathematics,Systems and Control,Numerical Analysis,B
"Distributed, Parallel, and Cluster Computing",Computation and Language,Information Retrieval,0
"Distributed, Parallel, and Cluster Computing",Computation and Language,Software Engineering,B
"Distributed, Parallel, and Cluster Computing",Computational Geometry,Multimedia,B
"Distributed, Parallel, and Cluster Computing",Cryptography and Security,Information Retrieval,B
"Distributed, Parallel, and Cluster Computing",Databases,Human-Computer Interaction,A
"Distributed, Parallel, and Cluster Computing",Databases,Information Theory,A
"Distributed, Parallel, and Cluster Computing",Digital Libraries,Computational Geometry,A
"Distributed, Parallel, and Cluster Computing",Digital Libraries,Discrete Mathematics,A
"Distributed, Parallel, and Cluster Computing",Discrete Mathematics,Human-Computer Interaction,B
"Distributed, Parallel, and Cluster Computing",Discrete Mathematics,Mathematical Software,0
"Distributed, Parallel, and Cluster Computing",Formal Languages and Automata Theory,Mathematical Software,0
"Distributed, Parallel, and Cluster Computing",Graphics,Numerical Analysis,A
"Distributed, Parallel, and Cluster Computing",Hardware Architecture,Graphics,A
"Distributed, Parallel, and Cluster Computing",Hardware Architecture,Information Retrieval,A
"Distributed, Parallel, and Cluster Computing",Hardware Architecture,Mathematical Software,A
"Distributed, Parallel, and Cluster Computing",Hardware Architecture,Operating Systems,A
"Distributed, Parallel, and Cluster Computing",Multiagent Systems,Computational Complexity,A
"Distributed, Parallel, and Cluster Computing",Multimedia,Artificial Intelligence,A
"Distributed, Parallel, and Cluster Computing",Multimedia,Computational Complexity,A
"Distributed, Parallel, and Cluster Computing",Numerical Analysis,Networking and Internet Architecture,B
"Distributed, Parallel, and Cluster Computing",Numerical Analysis,Symbolic Computation,0
"Distributed, Parallel, and Cluster Computing",Operating Systems,Software Engineering,B
"Distributed, Parallel, and Cluster Computing",Programming Languages,Computer Vision and Pattern Recognition,0
"Distributed, Parallel, and Cluster Computing",Programming Languages,Logic in Computer Science,0
"Distributed, Parallel, and Cluster Computing",Programming Languages,Multimedia,B
"Distributed, Parallel, and Cluster Computing",Programming Languages,Networking and Internet Architecture,B
"Distributed, Parallel, and Cluster Computing",Programming Languages,Software Engineering,B
"Distributed, Parallel, and Cluster Computing",Programming Languages,Systems and Control,B
"Distributed, Parallel, and Cluster Computing",Robotics,Artificial Intelligence,A
"Distributed, Parallel, and Cluster Computing",Robotics,Multimedia,A
"Distributed, Parallel, and Cluster Computing",Robotics,Numerical Analysis,A
"Distributed, Parallel, and Cluster Computing",Robotics,Software Engineering,A
"Distributed, Parallel, and Cluster Computing",Software Engineering,Mathematical Software,A
"Distributed, Parallel, and Cluster Computing",Software Engineering,Networking and Internet Architecture,B
"Distributed, Parallel, and Cluster Computing",Sound,Mathematical Software,0
"Distributed, Parallel, and Cluster Computing",Sound,Symbolic Computation,0
"Distributed, Parallel, and Cluster Computing",Sound,Systems and Control,B
Formal Languages and Automata Theory,Computation and Language,Symbolic Computation,B
Formal Languages and Automata Theory,Computer Vision and Pattern Recognition,Computational Complexity,B
Formal Languages and Automata Theory,Computer Vision and Pattern Recognition,Symbolic Computation,B
Formal Languages and Automata Theory,Databases,Discrete Mathematics,B
Formal Languages and Automata Theory,Databases,Human-Computer Interaction,0
Formal Languages and Automata Theory,Digital Libraries,Computer Vision and Pattern Recognition,B
Formal Languages and Automata Theory,Digital Libraries,Machine Learning,B
Formal Languages and Automata Theory,Digital Libraries,Networking and Internet Architecture,0
Formal Languages and Automata Theory,Discrete Mathematics,Artificial Intelligence,B
Formal Languages and Automata Theory,Discrete Mathematics,Logic in Computer Science,B
Formal Languages and Automata Theory,"Distributed, Parallel, and Cluster Computing",Software Engineering,B
Formal Languages and Automata Theory,Hardware Architecture,"Distributed, Parallel, and Cluster Computing",B
Formal Languages and Automata Theory,Information Retrieval,Numerical Analysis,A
Formal Languages and Automata Theory,Information Theory,Information Retrieval,A
Formal Languages and Automata Theory,Machine Learning,Computer Science and Game Theory,A
Formal Languages and Automata Theory,Machine Learning,Information Theory,B
Formal Languages and Automata Theory,Mathematical Software,Computational Complexity,0
Formal Languages and Automata Theory,Mathematical Software,Numerical Analysis,0
Formal Languages and Automata Theory,Multiagent Systems,Discrete Mathematics,0
Formal Languages and Automata Theory,Multiagent Systems,Numerical Analysis,0
Formal Languages and Automata Theory,Multiagent Systems,Sound,0
Formal Languages and Automata Theory,Multimedia,Systems and Control,B
Formal Languages and Automata Theory,Programming Languages,Logic in Computer Science,B
Formal Languages and Automata Theory,Programming Languages,Numerical Analysis,A
Formal Languages and Automata Theory,Programming Languages,Software Engineering,A
Formal Languages and Automata Theory,Programming Languages,Sound,A
Formal Languages and Automata Theory,Robotics,Computation and Language,A
Formal Languages and Automata Theory,Robotics,Computational Complexity,A
Formal Languages and Automata Theory,Robotics,Cryptography and Security,A
Formal Languages and Automata Theory,Sound,Artificial Intelligence,B
Formal Languages and Automata Theory,Systems and Control,Information Retrieval,A
Graphics,Computation and Language,Computer Science and Game Theory,B
Graphics,Computation and Language,Systems and Control,A
Graphics,Computational Geometry,Artificial Intelligence,B
Graphics,Computational Geometry,Cryptography and Security,A
Graphics,Computer Vision and Pattern Recognition,Information Retrieval,A
Graphics,Databases,Computation and Language,B
Graphics,Databases,Discrete Mathematics,B
Graphics,Databases,Human-Computer Interaction,B
Graphics,Databases,Robotics,B
Graphics,Digital Libraries,Sound,A
Graphics,"Distributed, Parallel, and Cluster Computing",Sound,0
Graphics,Formal Languages and Automata Theory,Artificial Intelligence,B
Graphics,Formal Languages and Automata Theory,Information Retrieval,B
Graphics,Formal Languages and Automata Theory,Numerical Analysis,0
Graphics,Formal Languages and Automata Theory,Systems and Control,B
Graphics,Hardware Architecture,Digital Libraries,B
Graphics,Hardware Architecture,Information Theory,A
Graphics,Hardware Architecture,Multimedia,B
Graphics,Hardware Architecture,Sound,A
Graphics,Machine Learning,Formal Languages and Automata Theory,A
Graphics,Machine Learning,Multimedia,B
Graphics,Machine Learning,Networking and Internet Architecture,A
Graphics,Machine Learning,Symbolic Computation,A
Graphics,Mathematical Software,Networking and Internet Architecture,A
Graphics,Mathematical Software,Symbolic Computation,A
Graphics,Multiagent Systems,Sound,A
Graphics,Multimedia,Logic in Computer Science,A
Graphics,Multimedia,Systems and Control,A
Graphics,Programming Languages,Computer Science and Game Theory,A
Graphics,Robotics,Computational Geometry,A
Graphics,Robotics,Formal Languages and Automata Theory,A
Graphics,Robotics,Mathematical Software,A
Graphics,Robotics,Systems and Control,A
Graphics,Software Engineering,Multimedia,B
Graphics,Systems and Control,Information Retrieval,B
Hardware Architecture,Artificial Intelligence,Networking and Internet Architecture,B
Hardware Architecture,Computation and Language,Logic in Computer Science,A
Hardware Architecture,Computation and Language,Systems and Control,B
Hardware Architecture,Computational Complexity,Numerical Analysis,0
Hardware Architecture,Computational Geometry,Computer Vision and Pattern Recognition,0
Hardware Architecture,Cryptography and Security,Logic in Computer Science,A
Hardware Architecture,Cryptography and Security,Systems and Control,B
Hardware Architecture,Digital Libraries,Computer Science and Game Theory,A
Hardware Architecture,Digital Libraries,Information Retrieval,A
Hardware Architecture,Digital Libraries,Networking and Internet Architecture,A
Hardware Architecture,Discrete Mathematics,Computation and Language,0
Hardware Architecture,Discrete Mathematics,Operating Systems,B
Hardware Architecture,"Distributed, Parallel, and Cluster Computing",Logic in Computer Science,A
Hardware Architecture,Formal Languages and Automata Theory,Cryptography and Security,A
Hardware Architecture,Graphics,Computer Vision and Pattern Recognition,A
Hardware Architecture,Human-Computer Interaction,Mathematical Software,A
Hardware Architecture,Information Theory,Cryptography and Security,B
Hardware Architecture,Mathematical Software,Artificial Intelligence,B
Hardware Architecture,Multiagent Systems,Artificial Intelligence,0
Hardware Architecture,Multiagent Systems,Cryptography and Security,B
Hardware Architecture,Multimedia,Systems and Control,B
Hardware Architecture,Operating Systems,Numerical Analysis,A
Hardware Architecture,Operating Systems,Sound,A
Hardware Architecture,Operating Systems,Symbolic Computation,A
Hardware Architecture,Programming Languages,Computation and Language,A
Hardware Architecture,Programming Languages,Networking and Internet Architecture,B
Hardware Architecture,Robotics,Graphics,A
Hardware Architecture,Robotics,Logic in Computer Science,A
Hardware Architecture,Robotics,Machine Learning,A
Hardware Architecture,Robotics,Systems and Control,A
Hardware Architecture,Sound,Cryptography and Security,B
Human-Computer Interaction,Computation and Language,Logic in Computer Science,A
Human-Computer Interaction,Computation and Language,Systems and Control,A
Human-Computer Interaction,Databases,Cryptography and Security,B
Human-Computer Interaction,Databases,Formal Languages and Automata Theory,B
