id;cs.AI;cs.AR;cs.CC;cs.CG;cs.CL;cs.CR;cs.CV;cs.DB;cs.DC;cs.DL;cs.DM;cs.FL;cs.GR;cs.GT;cs.HC;cs.IR;cs.IT;cs.LG;cs.LO;cs.MA;cs.MM;cs.MS;cs.NA;cs.NI;cs.OS;cs.PL;cs.RO;cs.SC;cs.SD;cs.SE;cs.SY
cs.HC;0.5576399;0.49097174;0.4985956;0.42069694;0.58503926;0.38805693;0.5418312;0.5462853;0.5828487;0.37418208;0.3179674;0.3530963;0.5711222;0.3974534;0.9999998;0.4565513;0.5590197;0.5051553;0.34554154;0.44545957;0.48090452;0.4229277;0.5562787;0.5334023;0.47509086;0.47473893;0.56345516;0.44358143;0.5374621;0.46424854;0.37675813
cs.IR;0.44524914;0.30780852;0.39579508;0.37235045;0.41694552;0.3297921;0.41692173;0.45801184;0.336078;0.58276516;0.28319255;0.34210706;0.37662137;0.2596224;0.4565513;0.99999976;0.4465791;0.4125393;0.2986661;0.39696324;0.4192745;0.3086949;0.3568219;0.3727557;0.4141607;0.29799363;0.43046767;0.33014718;0.39541015;0.33044764;0.2939187
cs.IT;0.6104663;0.4254676;0.6659204;0.5807174;0.5369743;0.47905713;0.5958877;0.40375242;0.51303595;0.32182974;0.50261873;0.4223184;0.5558512;0.42937845;0.5590197;0.4465791;1.0;0.59162796;0.3196914;0.4078591;0.38341022;0.50414485;0.583454;0.50519043;0.53184205;0.38964707;0.50464857;0.5463299;0.53782296;0.41673377;0.36562067
cs.LG;0.7527333;0.52640396;0.7097449;0.6555906;0.5972794;0.4089523;0.6819306;0.5212275;0.51092017;0.3669774;0.49968603;0.47884074;0.49218723;0.54612654;0.5051553;0.4125393;0.59162796;1.0;0.42883235;0.54853624;0.3996901;0.6368054;0.6906763;0.47226584;0.5562533;0.50574577;0.57017696;0.6425225;0.42467016;0.5112754;0.4257847
cs.LO;0.39440387;0.44848233;0.38731566;0.48100993;0.44415355;0.18065321;0.36772475;0.3422907;0.33000836;0.23778093;0.31912;0.3309467;0.27527627;0.4152004;0.34554154;0.2986661;0.3196914;0.42883235;0.9999999;0.37182188;0.1996844;0.35967156;0.2927116;0.26965043;0.25504053;0.18544695;0.2742765;0.339477;0.18098709;0.34278774;0.25660685
cs.MA;0.58900815;0.42708305;0.4471178;0.45165676;0.47777987;0.32020298;0.4378773;0.5565175;0.50107205;0.41000682;0.4717057;0.41586432;0.30536735;0.5279412;0.44545957;0.39696324;0.4078591;0.54853624;0.37182188;0.9999999;0.55456454;0.5191429;0.5566592;0.39679545;0.46791866;0.37862346;0.40526146;0.5517777;0.3816012;0.31749886;0.38157466
cs.MM;0.4038636;0.3661698;0.38878024;0.38736433;0.38262963;0.4681525;0.47422028;0.51059884;0.45600456;0.5978265;0.46959147;0.37800083;0.46682918;0.34747773;0.48090452;0.4192745;0.38341022;0.3996901;0.1996844;0.55456454;0.99999994;0.46485695;0.42160177;0.45412606;0.48906392;0.3706734;0.3827954;0.39275497;0.5761288;0.2730624;0.36586305
cs.MS;0.58256567;0.43899697;0.6456369;0.6182538;0.4539719;0.4086347;0.58732116;0.5038204;0.45085108;0.46584064;0.7080468;0.45208636;0.5283346;0.49127066;0.4229277;0.3086949;0.50414485;0.6368054;0.35967156;0.5191429;0.46485695;1.0000001;0.7081115;0.38171303;0.45374548;0.44168964;0.34111238;0.7098789;0.40140164;0.4056425;0.30782187
cs.NA;0.65574586;0.4324753;0.70467013;0.58278596;0.44512627;0.4193826;0.5792123;0.50236785;0.5285405;0.33418548;0.5773512;0.46018738;0.4993006;0.5379287;0.5562787;0.3568219;0.583454;0.6906763;0.2927116;0.5566592;0.42160177;0.7081115;1.0000001;0.45453742;0.47679126;0.4796784;0.52867866;0.7114016;0.47200048;0.40253717;0.43099165
cs.NI;0.43756777;0.5421274;0.53598535;0.45876333;0.5330135;0.5402237;0.38180172;0.5028631;0.626987;0.5156085;0.38666186;0.3859269;0.48543838;0.4105029;0.5334023;0.3727557;0.50519043;0.47226584;0.26965043;0.39679545;0.45412606;0.38171303;0.45453742;1.0;0.6319033;0.37003738;0.49348927;0.4305565;0.39712557;0.41875187;0.38160107
cs.OS;0.44617462;0.49655333;0.57910323;0.5137944;0.48158714;0.5229855;0.5210341;0.5311555;0.6222951;0.49151123;0.43807858;0.3702673;0.45172766;0.37362504;0.47509086;0.4141607;0.53184205;0.5562533;0.25504053;0.46791866;0.48906392;0.45374548;0.47679126;0.6319033;0.99999994;0.40344125;0.5344962;0.45984906;0.48398197;0.44404367;0.4184239
cs.PL;0.43932322;0.42830408;0.37495095;0.3888328;0.43253458;0.25416574;0.3337352;0.41740164;0.35078752;0.24499306;0.3698853;0.46459344;0.45884168;0.23710638;0.47473893;0.29799363;0.38964707;0.50574577;0.18544695;0.37862346;0.3706734;0.44168964;0.4796784;0.37003738;0.40344125;0.9999998;0.2762701;0.44696227;0.44997865;0.35401794;0.35197625
cs.RO;0.57833016;0.39764172;0.56103873;0.47413087;0.44214544;0.51477313;0.5388036;0.381276;0.49768347;0.34944534;0.29235995;0.2548013;0.38004726;0.40466335;0.56345516;0.43046767;0.50464857;0.57017696;0.2742765;0.40526146;0.3827954;0.34111238;0.52867866;0.49348927;0.5344962;0.2762701;1.0000002;0.4331807;0.43451;0.44045705;0.41831708
cs.SC;0.6037741;0.40684736;0.668322;0.632918;0.45608675;0.3905168;0.55911547;0.47201157;0.4342023;0.33010432;0.7082145;0.5581018;0.4996985;0.5263716;0.44358143;0.33014718;0.5463299;0.6425225;0.339477;0.5517777;0.39275497;0.7098789;0.7114016;0.4305565;0.45984906;0.44696227;0.4331807;0.99999994;0.3935753;0.40001103;0.33994213
cs.SD;0.44730335;0.33685762;0.49008453;0.36770856;0.41601866;0.4397971;0.48435983;0.40583873;0.49798393;0.36644244;0.32912382;0.37896308;0.4660047;0.3224459;0.5374621;0.39541015;0.53782296;0.42467016;0.18098709;0.3816012;0.5761288;0.40140164;0.47200048;0.39712557;0.48398197;0.44997865;0.43451;0.3935753;0.99999994;0.41245896;0.4155103
cs.SE;0.5453523;0.64138824;0.49324393;0.50445527;0.51743954;0.3212007;0.5407669;0.45308405;0.37531072;0.1970557;0.31819174;0.34445965;0.5488273;0.30551812;0.46424854;0.33044764;0.41673377;0.5112754;0.34278774;0.31749886;0.2730624;0.4056425;0.40253717;0.41875187;0.44404367;0.35401794;0.44045705;0.40001103;0.41245896;0.99999994;0.27670035
cs.SY;0.33787453;0.25595266;0.41314912;0.22053322;0.24954046;0.23776531;0.40037996;0.26775274;0.37918493;0.23358098;0.28460386;0.28124017;0.27644065;0.44863874;0.37675813;0.2939187;0.36562067;0.4257847;0.25660685;0.38157466;0.36586305;0.30782187;0.43099165;0.38160107;0.4184239;0.35197625;0.41831708;0.33994213;0.4155103;0.27670035;1.0000002
