id;cs.AI;cs.AR;cs.CC;cs.CG;cs.CL;cs.CR;cs.CV;cs.DB;cs.DC;cs.DL;cs.DM;cs.FL;cs.GR;cs.GT;cs.HC;cs.IR;cs.IT;cs.LG;cs.LO;cs.MA;cs.MM;cs.MS;cs.NA;cs.NI;cs.OS;cs.PL;cs.RO;cs.SC;cs.SD;cs.SE;cs.SY
cs.GT;0.91232115;0.88618034;0.94146615;0.93577635;0.909791;0.9048761;0.92089057;0.9075088;0.90746033;0.8783662;0.9301959;0.9179246;0.9206232;0.99999976;0.9432906;0.8982794;0.94737655;0.937315;0.94553584;0.9299469;0.8962126;0.85452163;0.9520164;0.8936958;0.8987564;0.92785746;0.89829916;0.93469495;0.88870746;0.83974904;0.87616366
cs.HC;0.93889374;0.9154284;0.9342095;0.94151336;0.9422619;0.94128656;0.9462005;0.93754673;0.9367986;0.92088073;0.9234284;0.8951116;0.9423019;0.9432906;1.0000002;0.9348353;0.9345621;0.951198;0.9313179;0.95493454;0.94529474;0.8606499;0.9353718;0.93111765;0.92460954;0.9354274;0.94073033;0.9375539;0.93474334;0.86166775;0.9039414
cs.IR;0.91761684;0.9151074;0.9197726;0.92333317;0.9294014;0.9344101;0.94481087;0.95886517;0.9306629;0.95197415;0.9085031;0.8851328;0.9225222;0.8982794;0.9348353;1.0000002;0.92261463;0.9435498;0.91659135;0.9389096;0.93824613;0.85129356;0.91959417;0.92864585;0.916759;0.9204992;0.9135895;0.9295871;0.9101238;0.86328113;0.91355765
cs.IT;0.934098;0.9025707;0.9429418;0.94789326;0.9316203;0.9250823;0.9496901;0.9152653;0.91851795;0.90166616;0.9363403;0.90837497;0.94362354;0.94737655;0.9345621;0.92261463;0.9999997;0.9486281;0.93945;0.9339316;0.9132014;0.86028075;0.9500325;0.9213076;0.91034615;0.92767525;0.9255613;0.94573164;0.899053;0.8428763;0.8960572
cs.LG;0.93544126;0.92662597;0.9537997;0.9542345;0.95107055;0.9314598;0.96160346;0.945963;0.93965006;0.91625464;0.9285611;0.9128103;0.94481266;0.937315;0.951198;0.9435498;0.9486281;1.0000002;0.92996156;0.96072984;0.9302207;0.8627516;0.95076007;0.91964704;0.9147676;0.93609226;0.9333119;0.95694125;0.92942125;0.89399004;0.9041434
cs.LO;0.9311816;0.9005817;0.935737;0.9355606;0.9113845;0.90586615;0.92796063;0.91247576;0.8974694;0.88564706;0.93974257;0.9358175;0.91244423;0.94553584;0.9313179;0.91659135;0.93945;0.92996156;1.0000001;0.9320133;0.9060491;0.87632287;0.937788;0.8938522;0.88273036;0.93226194;0.90717983;0.93634796;0.88473594;0.85063773;0.8784937
cs.MA;0.9453084;0.92547196;0.9442683;0.94656837;0.9354743;0.9177903;0.9464706;0.9443339;0.94989353;0.91553986;0.928101;0.9137773;0.9162292;0.9299469;0.95493454;0.9389096;0.9339316;0.96072984;0.9320133;1.0;0.9302145;0.8632978;0.9292028;0.92253625;0.9090899;0.93706876;0.92700696;0.9426985;0.9221588;0.8677733;0.91454244
cs.MM;0.9154922;0.9043241;0.90258855;0.9230515;0.91643095;0.9404482;0.9386282;0.93201613;0.92344254;0.9556979;0.90552807;0.8873236;0.94803846;0.8962126;0.94529474;0.93824613;0.9132014;0.9302207;0.9060491;0.9302145;1.0000002;0.8460132;0.91824126;0.9311986;0.91095304;0.926405;0.9141522;0.9286755;0.9101208;0.8389733;0.8987127
cs.MS;0.8803847;0.8424187;0.8705747;0.88777816;0.8260544;0.83493084;0.8521046;0.85751057;0.8487538;0.80874896;0.9206319;0.84709466;0.85104036;0.85452163;0.8606499;0.85129356;0.86028075;0.8627516;0.87632287;0.8632978;0.8460132;0.9999999;0.87641406;0.8225497;0.8495045;0.8755387;0.87454784;0.8833145;0.8312869;0.8248024;0.8446945
cs.NA;0.9206301;0.89863694;0.94635814;0.9579176;0.9174019;0.91862226;0.94527066;0.9316234;0.9120536;0.9003804;0.9451252;0.91906834;0.94660366;0.9520164;0.9353718;0.91959417;0.9500325;0.95076007;0.937788;0.9292028;0.91824126;0.87641406;1.0000002;0.9127354;0.91498005;0.94359654;0.9267042;0.96634936;0.8890265;0.8471304;0.9047238
cs.NI;0.8971005;0.9130707;0.91792655;0.9094918;0.91372776;0.944262;0.9167823;0.9381424;0.95433104;0.94519645;0.8903928;0.8893746;0.92309797;0.8936958;0.93111765;0.92864585;0.9213076;0.91964704;0.8938522;0.92253625;0.9311986;0.8225497;0.9127354;0.99999994;0.9247104;0.9256021;0.9042884;0.9218546;0.8869294;0.81262684;0.90071553
cs.OS;0.8971367;0.8921074;0.90787053;0.9141267;0.89366007;0.9322044;0.90960896;0.92530197;0.92994463;0.90604156;0.89933586;0.85828054;0.922169;0.8987564;0.92460954;0.916759;0.91034615;0.9147676;0.88273036;0.9090899;0.91095304;0.8495045;0.91498005;0.9247104;0.99999976;0.9205409;0.9033793;0.91814744;0.87150097;0.8159501;0.9100219
cs.PL;0.9281372;0.9326629;0.9411575;0.93838394;0.91738063;0.90681005;0.9302113;0.948429;0.94094276;0.908538;0.9334656;0.94932234;0.9276781;0.92785746;0.9354274;0.9204992;0.92767525;0.93609226;0.93226194;0.93706876;0.926405;0.8755387;0.94359654;0.9256021;0.9205409;0.9999994;0.9175169;0.9546038;0.86733305;0.84369946;0.9257067
cs.RO;0.9617226;0.9010649;0.9039428;0.9347421;0.9183217;0.9160786;0.9390001;0.9075615;0.90516376;0.8941393;0.9245988;0.86019886;0.9280877;0.89829916;0.94073033;0.9135895;0.9255613;0.9333119;0.90717983;0.92700696;0.9141522;0.87454784;0.9267042;0.9042884;0.9033793;0.9175169;1.0;0.92418516;0.8965525;0.86280584;0.9020937
cs.SC;0.9253963;0.93170553;0.94637036;0.9609158;0.9270487;0.91097486;0.94497013;0.9528238;0.93393105;0.90744805;0.9482508;0.9364095;0.9464699;0.93469495;0.9375539;0.9295871;0.94573164;0.95694125;0.93634796;0.9426985;0.9286755;0.8833145;0.96634936;0.9218546;0.91814744;0.9546038;0.92418516;1.0000008;0.8849172;0.8578764;0.9260237
cs.SD;0.88726985;0.88221306;0.89351964;0.9095293;0.92455083;0.90858245;0.9298694;0.89376444;0.900527;0.8935932;0.8763988;0.8348783;0.913749;0.88870746;0.93474334;0.9101238;0.899053;0.92942125;0.88473594;0.9221588;0.9101208;0.8312869;0.8890265;0.8869294;0.87150097;0.86733305;0.8965525;0.8849172;1.0000001;0.88505113;0.8599571
cs.SE;0.85884047;0.8987387;0.85357845;0.88028324;0.88244194;0.8490021;0.8653066;0.85825;0.847216;0.8115904;0.8633775;0.8154185;0.86099774;0.83974904;0.86166775;0.86328113;0.8428763;0.89399004;0.85063773;0.8677733;0.8389733;0.8248024;0.8471304;0.81262684;0.8159501;0.84369946;0.86280584;0.8578764;0.88505113;1.0000001;0.8255953
cs.SY;0.8962659;0.9035404;0.8977758;0.9046513;0.8747173;0.8866493;0.90726614;0.9222646;0.9222533;0.8882911;0.890552;0.87173927;0.887398;0.87616366;0.9039414;0.91355765;0.8960572;0.9041434;0.8784937;0.91454244;0.8987127;0.8446945;0.9047238;0.90071553;0.9100219;0.9257067;0.9020937;0.9260237;0.8599571;0.8255953;0.9999996
