id;cs.AI;cs.AR;cs.CC;cs.CG;cs.CL;cs.CR;cs.CV;cs.DB;cs.DC;cs.DL;cs.DM;cs.FL;cs.GR;cs.GT;cs.HC;cs.IR;cs.IT;cs.LG;cs.LO;cs.MA;cs.MM;cs.MS;cs.NA;cs.NI;cs.OS;cs.PL;cs.RO;cs.SC;cs.SD;cs.SE;cs.SY
cs.GR;0.39897093;0.38660797;0.34024426;0.4946671;0.3483754;0.3163415;0.5118693;0.23261417;0.29936767;0.26457128;0.40010083;0.26564044;1.0000001;0.35726693;0.45758542;0.3041142;0.30327317;0.39417154;0.3020952;0.37550446;0.34537098;0.3767455;0.3534595;0.38282824;0.28664666;0.34726351;0.3673187;0.40970832;0.42914328;0.40577844;0.2595492
cs.GT;0.39786145;0.26655662;0.4789056;0.38489053;0.36447906;0.30837837;0.36212224;0.30386692;0.28516775;0.19862734;0.44035873;0.28052756;0.35726693;1.0;0.42522556;0.33821157;0.53376853;0.42614403;0.3407112;0.46855682;0.12566642;0.35568574;0.41431946;0.28047785;0.21801046;0.29653633;0.30985802;0.325523;0.3621662;0.30856904;0.31649148
cs.HC;0.5058217;0.4047958;0.44032723;0.44793168;0.5096476;0.43248883;0.5283156;0.35341334;0.41407597;0.32582462;0.41122332;0.3474332;0.45758542;0.42522556;1.0;0.5082986;0.44675934;0.4963837;0.2634749;0.45118555;0.25792882;0.34384313;0.36474934;0.41434556;0.35872677;0.37816668;0.47354963;0.422603;0.584638;0.48911354;0.39119983
cs.IR;0.4178194;0.36928;0.3270325;0.43785378;0.61307305;0.3317827;0.5008763;0.48467788;0.39803115;0.47540376;0.38405502;0.40940234;0.3041142;0.33821157;0.5082986;0.9999997;0.3934306;0.5383388;0.29583675;0.42110607;0.30687115;0.43088374;0.3164814;0.40288213;0.28594813;0.324147;0.29161382;0.36312562;0.500532;0.34561265;0.33930653
cs.IT;0.3761246;0.31443846;0.47782102;0.4462163;0.39727888;0.34179914;0.41539344;0.2385698;0.29728752;0.26043674;0.46297178;0.410665;0.30327317;0.53376853;0.44675934;0.3934306;1.0000002;0.45883402;0.3511338;0.38281608;0.2087071;0.4170041;0.42466813;0.32693398;0.26632884;0.33741686;0.34098014;0.41720885;0.45501292;0.42470524;0.3830617
cs.LG;0.5679031;0.36201084;0.464614;0.5000826;0.6647085;0.40341845;0.6720683;0.360832;0.40600106;0.34171298;0.36529383;0.34421316;0.39417154;0.42614403;0.4963837;0.5383388;0.45883402;1.0000001;0.29925647;0.52676845;0.23606913;0.41934744;0.4596625;0.34144333;0.32878536;0.37255383;0.46064237;0.42982495;0.47368976;0.45926592;0.3951399
cs.LO;0.34392166;0.3059626;0.37703776;0.3342712;0.29614964;0.22343712;0.2680229;0.26650825;0.29425368;0.20459327;0.43654463;0.45058015;0.3020952;0.3407112;0.2634749;0.29583675;0.3511338;0.29925647;1.0;0.31191006;0.20765439;0.3360789;0.32438606;0.25045487;0.21732104;0.3503384;0.24801886;0.33351153;0.36156067;0.20640239;0.26522937
cs.MA;0.5277969;0.39294794;0.41025612;0.41656142;0.48743728;0.37427533;0.48441452;0.32845873;0.44654632;0.30662677;0.41678277;0.3592583;0.37550446;0.46855682;0.45118555;0.42110607;0.38281608;0.52676845;0.31191006;0.99999994;0.23042074;0.42651075;0.39143518;0.3573098;0.34371492;0.40085497;0.45989934;0.41308534;0.5211275;0.5169254;0.39759403
cs.MM;0.19779727;0.26798728;0.15277831;0.23173818;0.28802568;0.2527314;0.28644505;0.33257806;0.29677716;0.35263237;0.23333386;0.20085107;0.34537098;0.12566642;0.25792882;0.30687115;0.2087071;0.23606913;0.20765439;0.23042074;0.99999994;0.29499298;0.1667518;0.40595073;0.25589266;0.26279092;0.27159995;0.24645972;0.41241202;0.29776436;0.18938231
cs.MS;0.31897765;0.4403455;0.43329903;0.4512878;0.4180274;0.41212615;0.37718377;0.37550294;0.42703092;0.399731;0.4740175;0.36297998;0.3767455;0.35568574;0.34384313;0.43088374;0.4170041;0.41934744;0.3360789;0.42651075;0.29499298;0.99999994;0.5499213;0.3797319;0.4491976;0.5508136;0.3376079;0.56901574;0.51256835;0.41316015;0.35159874
cs.NA;0.31700274;0.36834204;0.46297595;0.4975182;0.39965793;0.38329342;0.41251507;0.22733219;0.3612576;0.17411686;0.4400848;0.3175444;0.3534595;0.41431946;0.36474934;0.3164814;0.42466813;0.4596625;0.32438606;0.39143518;0.1667518;0.5499213;1.0000001;0.29372457;0.3288974;0.36218697;0.30633423;0.5442094;0.38249537;0.4643262;0.37922716
cs.NI;0.30257538;0.39572147;0.31876406;0.38677815;0.31312394;0.46980765;0.3581445;0.38733795;0.49604973;0.37822416;0.3756864;0.326316;0.38282824;0.28047785;0.41434556;0.40288213;0.32693398;0.34144333;0.25045487;0.3573098;0.40595073;0.3797319;0.29372457;0.99999994;0.41864136;0.35212165;0.3349431;0.36180195;0.42010492;0.37980783;0.3365317
cs.OS;0.27423266;0.5009295;0.24217905;0.3224547;0.3480512;0.34591198;0.32928598;0.36769998;0.4002711;0.28870705;0.29204306;0.28419286;0.28664666;0.21801046;0.35872677;0.28594813;0.26632884;0.32878536;0.21732104;0.34371492;0.25589266;0.4491976;0.3288974;0.41864136;0.9999998;0.53099006;0.2497707;0.3469687;0.37306148;0.39435816;0.34653458
cs.PL;0.3233102;0.4321267;0.3629263;0.34675482;0.40698358;0.29429007;0.36808905;0.39532718;0.41265643;0.3009256;0.32104748;0.4604542;0.34726351;0.29653633;0.37816668;0.324147;0.33741686;0.37255383;0.3503384;0.40085497;0.26279092;0.5508136;0.36218697;0.35212165;0.53099006;1.0000002;0.3436153;0.45855528;0.4341563;0.42638403;0.3312725
cs.RO;0.4996848;0.33552167;0.37428224;0.44981948;0.32071322;0.3863634;0.544685;0.24287069;0.35790247;0.24404457;0.3716075;0.2960133;0.3673187;0.30985802;0.47354963;0.29161382;0.34098014;0.46064237;0.24801886;0.45989934;0.27159995;0.3376079;0.30633423;0.3349431;0.2497707;0.3436153;1.0;0.36868912;0.44086924;0.45151424;0.41486183
cs.SC;0.42328346;0.42530307;0.4814371;0.55779934;0.4216809;0.37222618;0.4523893;0.27467462;0.42534128;0.28821507;0.453;0.42439044;0.40970832;0.325523;0.422603;0.36312562;0.41720885;0.42982495;0.33351153;0.41308534;0.24645972;0.56901574;0.5442094;0.36180195;0.3469687;0.45855528;0.36868912;1.0;0.5117842;0.38232386;0.3925679
cs.SD;0.43525407;0.41597244;0.42431492;0.47856894;0.48698545;0.36839256;0.5206557;0.40539834;0.42005718;0.44453746;0.45444673;0.39955783;0.42914328;0.3621662;0.584638;0.500532;0.45501292;0.47368976;0.36156067;0.5211275;0.41241202;0.51256835;0.38249537;0.42010492;0.37306148;0.4341563;0.44086924;0.5117842;0.99999994;0.45278606;0.4407943
cs.SE;0.34640405;0.49074322;0.3756151;0.4186829;0.4195075;0.47204095;0.46576458;0.31870967;0.42651492;0.27920222;0.38096637;0.36054307;0.40577844;0.30856904;0.48911354;0.34561265;0.42470524;0.45926592;0.20640239;0.5169254;0.29776436;0.41316015;0.4643262;0.37980783;0.39435816;0.42638403;0.45151424;0.38232386;0.45278606;1.0000002;0.40199426
cs.SY;0.3499002;0.3816949;0.34008256;0.34939054;0.31422994;0.30205292;0.4056779;0.35177183;0.2901844;0.2902166;0.38510564;0.31404984;0.2595492;0.31649148;0.39119983;0.33930653;0.3830617;0.3951399;0.26522937;0.39759403;0.18938231;0.35159874;0.37922716;0.3365317;0.34653458;0.3312725;0.41486183;0.3925679;0.4407943;0.40199426;1.0000001
